<HTML>
<HEAD><TITLE>OMNIWeb Results</TITLE></HEAD>
<BODY>
<center><font size=5 color=red>OMNIWeb Plus Browser Results </font></center><br>
<B>Listing for omni_min data from 20241009 to 20241012</B><hr><pre>Selected parameters:
 1 BX, nT (GSE, GSM)
 2 BY, nT (GSM)
 3 BZ, nT (GSM)
 4 Vx Velocity,km/s
 5 Vy Velocity, km/s
 6 Vz Velocity, km/s
 7 Proton Density, n/cc
 8 Proton Temperature, K
 9 AE-index, nT
10 AL-index, nT
11 AU-index, nT
12 SYM/H, nT
13 Electric field, mV/m 

YYYY DOY HR MN      1       2       3       4       5       6      7        8     9    10    11    12     13 
2024 284 16 55   10.80  -30.26   -1.42 99999.9 99999.9 99999.9 999.99 9999999.  1812 -1781    31   -89 999.99
2024 284 16 56    9.50  -31.74   -1.13 99999.9 99999.9 99999.9 999.99 9999999.  2142 -2112    30   -88 999.99
2024 284 16 57    0.66  -34.88   -5.12  -713.1    60.5    46.6  34.74  704366.  2240 -2181    59   -84   3.67
2024 284 16 58    2.77  -33.24    0.86  -751.9    70.6    -1.4  34.19  777321.  2057 -1975    82   -83  -0.65
2024 284 16 59    5.20  -35.42    0.48  -757.4    78.5    -4.8  34.19  755206.  2115 -2025    90   -82  -0.37
2024 284 17  0  -15.17  -18.03    8.38  -733.1    86.0    26.2  34.85  633043.  2249 -2127   122   -81  -6.19
2024 284 17  1  -14.84  -23.13   -2.03  -730.4    79.9    15.1  36.00  719461.  2327 -2193   134   -80   1.49
2024 284 17  2  -14.66  -25.18   -1.37  -723.8    78.3    19.0  34.84  698555.  2297 -2095   202   -80   1.00
2024 284 17  3   -9.96  -29.81   -3.38  -730.9    77.4    25.7  33.93  661628.  2143 -1872   271   -80   2.49
2024 284 17  4  -15.43  -27.73   -2.89  -748.0    77.0    33.0  33.62  699217.  2085 -1719   366   -78   2.18
2024 284 17  5  -16.43  -25.44   -4.50  -734.4    72.6    20.5  34.03  732535.  1974 -1622   352   -78   3.32
2024 284 17  6  -19.44  -22.76   -2.69  -720.1    71.2    33.6  34.32  668603.  1798 -1468   330   -77   1.95
2024 284 17  7  -22.87  -19.24   -2.25  -711.4    74.9    24.0  33.33  658906.  1814 -1508   306   -77   1.61
2024 284 17  8  -21.51  -21.69   -2.78  -717.5    81.5    25.5  34.68  681222.  1973 -1701   272   -83   2.01
2024 284 17  9  -26.51  -16.73    1.81  -705.9    83.9    11.8  33.71  791868.  1964 -1582   382   -81  -1.29
2024 284 17 10   -0.95  -26.78   -5.41  -700.9    57.9    19.2  36.10  879449.  2024 -1615   409   -76   3.81
2024 284 17 11    8.49  -17.57   -0.49  -747.8    60.0    41.7  31.50 1103158.  2062 -1628   434   -77   0.37
2024 284 17 12   10.03  -15.80    1.85  -726.6    79.2    31.7  33.11  809429.  1944 -1501   443   -77  -1.35
2024 284 17 13    4.15  -21.62   -3.12  -719.4    77.9    26.3  37.27  998745.  1690 -1250   440   -77   2.26
2024 284 17 14   -5.07  -19.61   -2.75  -727.6    81.0    38.5  40.07 1292122.  1573 -1167   406   -77   2.02
2024 284 17 15  -13.53  -16.80    3.34  -715.5    97.2    30.5  30.13  679778.  1645 -1206   439   -77  -2.41
2024 284 17 16  -14.22  -20.00    4.34  -716.8    26.6    -5.2  32.58 1192866.  1942 -1475   467   -78  -3.11
2024 284 17 17  -18.44  -13.98    7.59  -716.9    23.1    -7.0  32.71 1218204.  2203 -1701   502   -79  -5.44
2024 284 17 18  -30.91   -7.68    2.63  -695.0    96.5     3.1  33.88 1135879.  2262 -1764   498   -80  -1.85
2024 284 17 19  -17.74   -9.48   -0.75  -690.4    96.3    10.3  34.13  992464.  2257 -1745   512   -77   0.52
2024 284 17 20  -29.42   -8.97   -0.10  -692.7    60.6     9.4  33.67  805126.  2080 -1550   530   -76   0.07
2024 284 17 21  -25.58   -9.94   -8.96  -697.6    58.8    21.6  33.86  775301.  2048 -1548   500   -75   6.28
2024 284 17 22  -24.46   -8.27   -8.84  -701.9    67.0    40.2  35.71  697408.  1877 -1438   439   -75   6.24
2024 284 17 23   23.22  -11.59   19.05  -716.6   111.3    18.8  37.94 1285985.  1797 -1344   453   -75 -13.86
2024 284 17 24   -3.71   -9.17    4.62  -702.5    47.7    17.9  34.01  911332.  1809 -1326   483   -73  -3.26
2024 284 17 25  -30.41   -5.11   -8.40  -699.1    29.6    20.0  33.26  764342.  1581 -1073   508   -73   5.88
2024 284 17 26  -30.22   -4.97   -9.07 99999.9 99999.9 99999.9 999.99 9999999.  1594 -1029   565   -71 999.99
2024 284 17 27  -30.05   -4.71   -9.92 99999.9 99999.9 99999.9 999.99 9999999.  1529  -981   548   -70 999.99
2024 284 17 28  -29.86   -4.69  -10.49 99999.9 99999.9 99999.9 999.99 9999999.  1623 -1055   568   -69 999.99
2024 284 17 29  -29.68   -4.68  -11.06 99999.9 99999.9 99999.9 999.99 9999999.  1618 -1057   561   -67 999.99
2024 284 17 30  -29.45   -4.24  -11.40 99999.9 99999.9 99999.9 999.99 9999999.  1644 -1103   541   -68 999.99
2024 284 17 31  -29.16   -3.53  -11.82 99999.9 99999.9 99999.9 999.99 9999999.  1644 -1113   531   -71 999.99
2024 284 17 32  -29.01   -3.98  -12.24 99999.9 99999.9 99999.9 999.99 9999999.  1627 -1039   588   -72 999.99
2024 284 17 33  -28.90   -5.13  -13.59 99999.9 99999.9 99999.9 999.99 9999999.  1529  -921   608   -72 999.99
2024 284 17 34  -28.42   -7.83  -13.18 99999.9 99999.9 99999.9 999.99 9999999.  1601 -1007   594   -73 999.99
2024 284 17 35  -28.66   -6.95  -13.23 99999.9 99999.9 99999.9 999.99 9999999.  1690 -1080   610   -75 999.99
2024 284 17 36  -28.20   -8.13  -12.86 99999.9 99999.9 99999.9 999.99 9999999.  1782 -1209   573   -75 999.99
2024 284 17 37  -27.86   -8.01  -13.41 99999.9 99999.9 99999.9 999.99 9999999.  1657 -1080   577   -76 999.99
2024 284 17 38  -27.31   -7.81  -14.32  -696.9    57.5    20.8  33.51  721441.  1697 -1092   605   -80  10.02
2024 284 17 39  -26.82   -8.05  -15.31  -696.9    57.5    20.8  33.51  721441.  1749 -1159   590   -82  10.71
2024 284 17 40  -27.75   -7.17  -14.06  -696.9    57.5    20.8  33.51  721441.  1788 -1257   531   -84   9.84
2024 284 17 41  -27.79   -6.94  -14.39 99999.9 99999.9 99999.9 999.99 9999999.  1740 -1167   573   -85 999.99
2024 284 17 42  -26.96   -6.28  -15.66 99999.9 99999.9 99999.9 999.99 9999999.  1847 -1285   562   -84 999.99
2024 284 17 43  -26.97   -5.60  -15.49 99999.9 99999.9 99999.9 999.99 9999999.  1845 -1276   569   -87 999.99
2024 284 17 44  -27.20   -5.78  -14.96 99999.9 99999.9 99999.9 999.99 9999999.  1762 -1177   585   -90 999.99
2024 284 17 45  -26.97   -6.11  -15.35 99999.9 99999.9 99999.9 999.99 9999999.  1751 -1222   529   -92 999.99
2024 284 17 46  -27.54   -5.99  -14.48  -698.8    66.6    15.9  34.23  891647.  1621 -1184   437   -93  10.17
2024 284 17 47  -27.27   -6.57  -15.11  -698.8    66.6    15.9  34.23  891647.  1473 -1120   353   -94  10.61
2024 284 17 48  -27.32   -6.57  -15.43  -698.8    66.6    15.9  34.23  891647.  1489 -1220   269   -96  10.83
2024 284 17 49  -28.08   -5.35  -14.97 99999.9 99999.9 99999.9 999.99 9999999.  1646 -1411   235   -98 999.99
2024 284 17 50  -27.15   -8.00  -14.73 99999.9 99999.9 99999.9 999.99 9999999.  1636 -1432   204   -98 999.99
2024 284 17 51  -27.06   -9.17  -14.16 99999.9 99999.9 99999.9 999.99 9999999.  1608 -1370   238   -98 999.99
2024 284 17 52  -27.14   -9.36  -14.17  -708.1    57.8    19.6  32.08  670829.  1796 -1540   256   -99  10.07
2024 284 17 53  -27.23   -9.26  -14.39  -708.1    57.8    19.6  32.08  670829.  2138 -1879   259  -102  10.23
2024 284 17 54  -27.02   -8.86  -15.15  -708.1    57.8    19.6  32.08  670829.  2075 -1830   245  -102  10.77
2024 284 17 55  -27.04   -6.69  -15.40 99999.9 99999.9 99999.9 999.99 9999999.  2005 -1703   302  -106 999.99
2024 284 17 56  -24.62  -10.80  -17.06 99999.9 99999.9 99999.9 999.99 9999999.  2141 -1826   315  -108 999.99
2024 284 17 57  -24.56  -12.11  -17.21 99999.9 99999.9 99999.9 999.99 9999999.  2240 -1970   270  -109 999.99
2024 284 17 58  -24.84  -12.33  -16.67 99999.9 99999.9 99999.9 999.99 9999999.  2012 -1816   196  -110 999.99
2024 284 17 59  -24.74  -12.56  -16.62 99999.9 99999.9 99999.9 999.99 9999999.  1686 -1502   184  -111 999.99
2024 284 18  0  -23.88  -13.25  -17.37  -708.8    49.4    11.0  30.42  663206.  1524 -1333   191  -113  12.34
2024 284 18  1  -24.67  -10.96  -17.26  -708.8    49.4    11.0  30.42  663206.  1255 -1078   177  -115  12.26
2024 284 18  2  -23.72  -10.15  -18.32 99999.9 99999.9 99999.9 999.99 9999999.  1098 -1003    95  -117 999.99
2024 284 18  3  -25.96   -4.35  -17.96 99999.9 99999.9 99999.9 999.99 9999999.  1032  -963    69  -118 999.99
2024 284 18  4  -26.16   -7.63  -17.02  -701.4    59.0    16.4  30.69  600652.   884  -800    84  -122  11.98
2024 284 18  5  -26.22   -8.24  -16.43  -703.2    53.5    15.0  30.10  596108.   759  -657   102  -124  11.59
2024 284 18  6  -26.27   -5.23  -16.18  -705.4    46.2    10.9  30.97  616222.   592  -481   111  -124  11.44
2024 284 18  7  -25.00   -7.44  -18.19  -704.2    47.4     7.5  33.81  662354.   478  -370   108  -126  12.84
2024 284 18  8  -28.06   -0.13  -15.43  -699.8    32.7     6.8  29.61  672786.   470  -357   113  -127  10.81
2024 284 18  9  -24.12    3.11  -14.90  -681.0    63.6    58.4  29.91 1136553.   486  -363   123  -126  10.25
2024 284 18 10  -25.01    4.81  -13.41  -680.2    47.1    47.5  30.69 1009226.   483  -355   128  -128   9.18
2024 284 18 11  -23.99    0.76  -15.03 99999.9 99999.9 99999.9 999.99 9999999.   421  -349    72  -132 999.99
2024 284 18 12  -22.28    9.75  -15.34 99999.9 99999.9 99999.9 999.99 9999999.   448  -368    80  -135 999.99
2024 284 18 13  -24.61    3.38  -14.69 99999.9 99999.9 99999.9 999.99 9999999.   529  -401   128  -138 999.99
2024 284 18 14  -21.70   11.38  -15.77  -686.7    33.6    21.9  33.37 1006780.   570  -412   158  -140  10.85
2024 284 18 15  -23.47    6.33  -15.30  -686.8    33.3    21.9  33.36 1011026.   523  -398   125  -142  10.53
2024 284 18 16  -22.65   12.34  -16.19  -694.7    -1.3    21.0  31.90 1479549.   481  -368   113  -143  11.25
2024 284 18 17  -19.11   13.40  -15.39  -695.6    -5.4    20.9  31.72 1535278.   501  -356   145  -146  10.71
2024 284 18 18  -20.14   11.76  -14.79 99999.9 99999.9 99999.9 999.99 9999999.   512  -336   176  -147 999.99
2024 284 18 19  -21.66   11.40  -13.70  -726.4    39.5   -24.6  27.30 1293154.   489  -326   163  -147   9.97
2024 284 18 20  -20.15   11.78  -12.66  -726.4    39.5   -24.6  27.30 1293154.   457  -306   151  -148   9.21
2024 284 18 21  -13.12   14.34   -3.68  -726.4    39.5   -24.6  27.30 1293154.   409  -283   126  -150   2.68
2024 284 18 22  -12.20   12.23  -15.53  -700.9    67.2   -16.6  30.12 1244324.   449  -263   186  -152  10.99
2024 284 18 23   -5.93   16.74  -15.99  -701.0    61.9    -8.6  29.87 1287788.   491  -214   277  -152  11.31
2024 284 18 24   -8.46   12.31  -19.71  -726.0     3.0    -4.9  31.04 1464787.   536  -193   343  -151  14.31
2024 284 18 25  -14.08    7.20  -18.24  -712.3    24.7    -7.9  30.58 1387329.   639  -181   458  -151  13.00
2024 284 18 26  -15.21    7.33  -19.09  -712.2    24.1    -9.2  30.02 1329772.   726  -157   569  -151  13.61
2024 284 18 27  -17.64    6.76  -17.74  -712.2    23.7   -10.3  29.57 1283816.   821  -165   656  -153  12.64
2024 284 18 28  -16.19    6.18  -17.24 99999.9 99999.9 99999.9 999.99 9999999.  1145  -181   964  -156 999.99
2024 284 18 29  -16.76    6.20  -17.48  -700.8    31.9   -11.7  29.44 1298466.  1389  -183  1206  -159  12.26
2024 284 18 30  -17.59    5.07  -19.56  -698.4    27.4   -12.3  30.25 1391083.  1527  -176  1351  -161  13.67
2024 284 18 31  -16.66    5.72  -16.64  -695.0    40.4    -4.5  34.51 1877374.  1565  -169  1396  -160  11.59
2024 284 18 32  -18.76    4.52  -18.40  -696.2    58.8     2.8  36.61 2115624.  1430  -126  1304  -161  12.86
2024 284 18 33  -19.71    3.51  -19.31 99999.9 99999.9 99999.9 999.99 9999999.  1317   -86  1231  -158 999.99
2024 284 18 34  -18.95    5.73  -18.69 99999.9 99999.9 99999.9 999.99 9999999.  1339   -54  1285  -157 999.99
2024 284 18 35  -20.52   -0.62  -19.40  -689.9    40.1   -19.0  29.88 1498873.  1457   -70  1387  -159  13.41
2024 284 18 36  -21.66   -2.00  -18.57  -689.9    40.1   -19.0  29.88 1498873.  1526   -82  1444  -161  12.84
2024 284 18 37   -5.48  -11.38  -12.50  -751.3    78.6     6.0  29.65  938552.  1376   -92  1284  -163   9.45
2024 284 18 38    6.06  -14.85   -5.19  -759.2    81.6     5.0  29.56  879583.  1250  -120  1130  -163   3.96
2024 284 18 39   -1.49   -7.12   -6.00  -774.1    79.4   -14.2  29.09  824051.  1261  -150  1111  -160   4.67
2024 284 18 40   -9.11   -5.98  -12.52  -708.8    31.6   -27.9  29.35 1580968.  1342  -228  1114  -161   8.89
2024 284 18 41   -7.17   -1.82   -7.79  -719.0    44.9    -6.7  27.02 1243500.  1292  -299   993  -162   5.61
2024 284 18 42  -11.72    6.79   -8.41  -723.4    50.4     1.6  26.11 1107518.  1232  -338   894  -161   6.10
2024 284 18 43   -4.07    3.88   -3.52  -699.0    31.0    -7.6  36.50 2131493.  1141  -328   813  -162   2.46
2024 284 18 44    0.34   -2.95   -3.83  -699.0    31.0    -7.6  36.50 2131493.  1109  -277   832  -161   2.68
2024 284 18 45  -10.49   -6.48  -13.54  -762.1    75.8   -13.0  30.26 1180723.  1007  -264   743  -160  10.37
2024 284 18 46   -1.70    4.87   -3.64  -762.1    75.8   -13.0  30.26 1180723.  1010  -355   655  -158   2.79
2024 284 18 47   -8.29   -6.65  -13.15  -709.1    58.1    -8.9  28.79 1581931.   968  -389   579  -156   9.36
2024 284 18 48   -3.13   -2.26   -4.33  -720.8    49.3    -6.2  29.28 1382551.   877  -373   504  -157   3.13
2024 284 18 49    2.35   -5.34   -2.85  -755.1     7.9    -1.4  23.18 1274618.   865  -426   439  -157   2.15
2024 284 18 50   -3.68   -2.30   -6.71  -764.5    -5.2    -0.2  20.97 1275524.   848  -471   377  -156   5.13
2024 284 18 51    1.94  -18.78   -7.57 99999.9 99999.9 99999.9 999.99 9999999.   881  -524   357  -155 999.99
2024 284 18 52   -4.91   -9.49  -13.04  -727.0    68.1    26.4  28.87 1001418.   860  -532   328  -157   9.53
2024 284 18 53    0.59   -6.03  -10.99  -718.1    75.7    24.5  27.92  910460.   809  -514   295  -153   7.94
2024 284 18 54   -1.08  -14.92  -16.65  -722.3    78.2    24.9  30.44 1133015.   889  -645   244  -153  12.10
2024 284 18 55    6.22  -10.34   -8.87  -726.5    77.6    25.6  31.88 1261507.   980  -827   153  -152   6.48
2024 284 18 56    4.72   -9.34   -9.18  -745.9    77.4   -12.0  31.05 1355391.   979  -820   159  -155   6.88
2024 284 18 57    4.07  -18.32  -13.05  -746.4    77.4   -12.9  31.03 1357622.  1137  -974   163  -162   9.79
2024 284 18 58   14.34   24.40    8.96 99999.9 99999.9 99999.9 999.99 9999999.  1393 -1156   237  -170 999.99
2024 284 18 59   14.34   24.40    8.97 99999.9 99999.9 99999.9 999.99 9999999.  1509 -1237   272  -180 999.99
2024 284 19  0   -5.77  -14.95  -15.67  -810.6    60.3   -19.3  29.06 1491264.  1402 -1148   254  -182  12.74
2024 284 19  1    0.28   16.13   -0.25  -810.6    60.3   -19.3  29.06 1491264.  1545 -1262   283  -187   0.20
2024 284 19  2   -1.76   33.28    5.30  -808.4    58.3   -19.5  28.81 1487007.  1666 -1368   298  -192  -4.30
2024 284 19  3    0.19   33.07    7.91  -719.4   -22.2   -26.9  18.58 1316253.  1760 -1486   274  -195  -5.70
2024 284 19  4   -0.34   36.67    6.35  -720.9   -23.6   -22.9  18.79 1290377.  1668 -1459   209  -200  -4.58
2024 284 19  5   -8.05   35.36   -0.10  -721.3   -27.7   -17.1  19.65 1365454.  1356 -1217   139  -204   0.07
2024 284 19  6   -8.75   32.70    0.54  -721.1   -30.3   -14.1  20.21 1429233.  1154 -1077    77  -207  -0.39
2024 284 19  7   -9.33   34.13    0.79 99999.9 99999.9 99999.9 999.99 9999999.  1058  -936   122  -209 999.99
2024 284 19  8  -11.46   33.04    0.31 99999.9 99999.9 99999.9 999.99 9999999.   990  -846   144  -210 999.99
2024 284 19  9  -13.32   31.82   -2.94  -670.8   -28.6   -26.9  22.97 2090808.   922  -767   155  -212   1.98
2024 284 19 10  -16.40   29.47   -6.27  -675.3   -36.0   -23.1  21.98 1966814.  1108  -705   403  -217   4.24
2024 284 19 11  -17.73   29.55   -7.57  -679.7   -27.2   -10.5  20.35 1740101.  1423  -631   792  -220   5.16
2024 284 19 12  -19.04   27.64   -9.48  -676.9     2.2    -8.9  20.21 1797376.  1548  -608   940  -219   6.42
2024 284 19 13  -18.72   25.46  -10.09  -674.7   -51.4    -6.7  22.79 1440414.  1629  -606  1023  -218   6.83
2024 284 19 14  -20.11   25.40  -11.00  -682.0   -34.0    -6.6  21.76 1347906.  1703  -584  1119  -217   7.51
2024 284 19 15  -17.02   22.96   -9.76  -686.1   -30.2     0.2  21.19 1263767.  1823  -590  1233  -214   6.70
2024 284 19 16  -17.61   19.29  -14.42  -694.9   -48.3     4.8  22.70 1385797.  1824  -585  1239  -213  10.04
2024 284 19 17  -15.04   23.29  -11.40  -695.9   -49.0     4.4  22.82 1399632.  1858  -509  1349  -212   7.95
2024 284 19 18  -15.68   22.30   -9.03 99999.9 99999.9 99999.9 999.99 9999999.  1968  -592  1376  -210 999.99
2024 284 19 19  -12.67   26.40   -6.69  -712.2   -46.1   -43.4  23.65 1317228.  2032  -679  1353  -207   4.78
2024 284 19 20  -14.49   25.39   -8.43  -716.2   -54.5   -42.5  22.47 1219212.  1963  -663  1300  -207   6.07
2024 284 19 21  -19.19   20.09  -13.86  -704.1   -15.1    -5.6  19.39 1167494.  1907  -662  1245  -206   9.77
2024 284 19 22  -16.12   22.20  -14.22  -698.4     2.3     8.8  18.44 1168920.  1847  -625  1222  -205   9.93
2024 284 19 23  -15.82   20.40  -16.42  -698.4     2.3     8.8  18.44 1168920.  1794  -546  1248  -203  11.47
2024 284 19 24  -17.75   22.14  -12.10  -697.2   -37.3   -11.5  20.39 1143828.  1776  -554  1222  -202   8.45
2024 284 19 25  -17.82   23.35  -11.61  -697.2   -37.3   -11.5  20.39 1143828.  1752  -579  1173  -200   8.11
2024 284 19 26  -18.37   20.57  -13.59  -695.5   -37.6    -7.0  20.19 1087606.  1867  -749  1118  -199   9.47
2024 284 19 27  -22.33   16.11  -17.02  -683.0   -39.9    25.7  18.72  677215.  1984  -917  1067  -198  11.65
2024 284 19 28  -22.17   15.61  -17.72  -678.1   -16.6    18.2  19.23  742274.  2070  -986  1084  -195  12.04
2024 284 19 29  -21.55   14.63  -19.15  -667.3    35.4     1.4  20.38  887245.  1993  -938  1055  -194  12.80
2024 284 19 30  -20.25   11.92  -20.07  -673.3    -8.5    23.0  20.12  828405.  1753  -782   971  -197  13.53
2024 284 19 31  -19.56   10.51  -19.06  -673.9   -12.9    25.6  20.11  834698.  1845  -869   976  -195  12.86
2024 284 19 32  -20.09   11.22  -19.72  -674.2   -13.5    34.6  20.47 1112435.  2021 -1007  1014  -193  13.31
2024 284 19 33  -19.52   10.53  -19.76  -674.2   -13.5    34.6  20.47 1112435.  1995  -975  1020  -193  13.34
2024 284 19 34  -19.85   17.70  -14.84 99999.9 99999.9 99999.9 999.99 9999999.  1845  -844  1001  -194 999.99
2024 284 19 35  -19.98   24.95  -10.89  -654.7   -12.0    14.0  21.11 1667138.  1661  -732   929  -193   7.13
2024 284 19 36  -19.09   25.54  -10.77  -679.2   -10.7    10.7  18.23 1468181.  1469  -623   846  -193   7.32
2024 284 19 37  -19.44   23.25  -12.25  -683.1   -33.4     9.1  18.58 1689795.  1457  -597   860  -195   8.38
2024 284 19 38  -19.79   21.16  -14.38  -681.6   -41.5     9.0  19.03 1789832.  1336  -460   876  -195   9.82
2024 284 19 39  -20.18   20.28  -14.37 99999.9 99999.9 99999.9 999.99 9999999.  1308  -423   885  -193 999.99
2024 284 19 40 9999.99 9999.99 9999.99 99999.9 99999.9 99999.9 999.99 9999999.  1346  -415   931  -192 999.99
2024 284 19 41  -18.23   20.15  -15.68 99999.9 99999.9 99999.9 999.99 9999999.  1306  -421   885  -191 999.99
2024 284 19 42  -20.95   18.08  -14.90 99999.9 99999.9 99999.9 999.99 9999999.  1234  -422   812  -188 999.99
2024 284 19 43  -23.47   12.50  -17.62  -673.4    47.4     5.7  20.95 1078246.  1241  -435   806  -188  11.90
2024 284 19 44  -25.38    8.21  -20.96  -673.4    47.4     5.7  20.95 1078246.  1179  -443   736  -189  14.15
2024 284 19 45  -24.13   12.46  -19.07  -673.4    47.4     5.7  20.95 1078246.  1142  -447   695  -191  12.87
2024 284 19 46  -24.88   16.94  -16.66  -677.6    52.0    -9.8  22.22 1392866.  1093  -439   654  -193  11.33
2024 284 19 47  -21.61   17.12  -13.06  -652.3    84.9    -5.1  22.78 1782717.  1046  -414   632  -194   8.60
2024 284 19 48  -21.73   15.74  -12.77  -678.0    42.5    22.1  23.13 1511535.  1081  -405   676  -197   8.69
2024 284 19 49  -21.23   14.94  -13.89  -684.1    32.9    26.5  23.16 1438547.  1133  -420   713  -198   9.52
2024 284 19 50  -21.35   14.90  -12.97 99999.9 99999.9 99999.9 999.99 9999999.  1195  -441   754  -198 999.99
2024 284 19 51  -22.12   14.05   -9.48  -690.7    39.2    29.8  23.42 1341358.  1140  -428   712  -198   6.56
2024 284 19 52  -22.63   13.47   -9.57  -690.7    39.2    29.8  23.42 1341358.  1062  -424   638  -198   6.63
2024 284 19 53  -24.12   12.07  -10.85  -687.8    33.2    36.6  24.87 1506091.  1028  -415   613  -196   7.48
2024 284 19 54  -24.59   11.55  -12.09  -686.2    29.9    40.3  25.67 1595612.   949  -379   570  -196   8.32
2024 284 19 55  -24.51   10.03  -13.37  -686.2    29.9    40.3  25.67 1595612.   859  -321   538  -198   9.20
2024 284 19 56  -26.76    9.15  -14.17 99999.9 99999.9 99999.9 999.99 9999999.   798  -281   517  -197 999.99
2024 284 19 57 9999.99 9999.99 9999.99 99999.9 99999.9 99999.9 999.99 9999999.   753  -273   480  -198 999.99
2024 284 19 58  -27.42    9.78  -15.83 99999.9 99999.9 99999.9 999.99 9999999.   760  -294   466  -199 999.99
2024 284 19 59  -25.96    8.34  -15.53 99999.9 99999.9 99999.9 999.99 9999999.   738  -346   392  -200 999.99
2024 284 20  0  -23.84    6.74  -16.67  -693.0    33.0    21.6  23.84 1564327.   730  -383   347  -202  11.57
2024 284 20  1  -22.36    8.27  -14.98  -693.0    33.0    21.6  23.84 1564327.   687  -358   329  -203  10.40
2024 284 20  2  -21.90    9.59  -14.13 99999.9 99999.9 99999.9 999.99 9999999.   695  -308   387  -205 999.99
2024 284 20  3  -23.70    4.82  -17.36  -671.1    43.9    14.6  23.31 1446020.   732  -315   417  -206  11.68
2024 284 20  4  -23.58    1.05  -17.46  -678.0    46.5    10.1  22.89 1358902.   671  -295   376  -204  11.87
2024 284 20  5  -21.61   -6.35  -18.68  -678.7    46.4    14.1  21.81 1147442.   647  -241   406  -202  12.71
2024 284 20  6  -24.96    3.66  -21.13  -675.9    39.0    18.4  21.46 1035120.   677  -211   466  -203  14.32
2024 284 20  7  -22.91   -8.50  -21.00  -664.1     1.9    11.4  22.88  871466.   684  -212   472  -204  13.95
2024 284 20  8  -13.88  -27.32  -15.46  -659.0    51.1    37.4  27.60  546486.   693  -251   442  -205  10.24
2024 284 20  9  -15.29  -22.77  -16.07  -657.7    49.8    28.3  29.46 1274259.   682  -279   403  -203  10.62
2024 284 20 10  -18.15  -15.65  -20.56  -653.5    54.7    42.5  30.01  999857.   636  -274   362  -199  13.52
2024 284 20 11  -19.61    3.23  -20.69 99999.9 99999.9 99999.9 999.99 9999999.   557  -257   300  -193 999.99
2024 284 20 12  -17.79   11.86  -21.55  -650.7    63.0    33.0  27.58 1219824.   517  -239   278  -189  14.11
2024 284 20 13  -15.87   17.69  -18.29  -643.7    46.5    54.2  27.19 1104005.   422  -227   195  -188  11.85
2024 284 20 14  -14.77   22.37  -14.87  -634.2    28.6    64.2  28.18 1077792.   426  -273   153  -186   9.49
2024 284 20 15  -16.86    9.33  -22.13 99999.9 99999.9 99999.9 999.99 9999999.   411  -287   124  -192 999.99
2024 284 20 16  -17.07   11.19  -21.26  -646.0    12.8    52.6  31.43  918568.   346  -264    82  -199  13.79
2024 284 20 17  -17.23   13.10  -20.49  -641.8    10.8    63.6  31.31  963638.   559  -404   155  -202  13.22
2024 284 20 18  -21.42    2.34  -23.81  -654.1   -20.0    59.8  32.11 1124003.   754  -574   180  -204  15.65
2024 284 20 19  -22.50    4.30  -23.20  -655.6   -22.1    58.1  32.19 1130557.  1030  -823   207  -204  15.28
2024 284 20 20  -21.53    4.80  -24.35  -644.6    37.5    55.4  30.47  881394.  1484 -1228   256  -205  15.78
2024 284 20 21  -23.62    4.06  -22.30  -642.8    38.5    61.0  28.66  773795.  1687 -1424   263  -207  14.43
2024 284 20 22  -23.93    2.58  -21.80  -645.6    33.7    66.5  27.91  676783.  1576 -1371   205  -207  14.17
2024 284 20 23  -23.20    1.49  -22.06  -647.7    30.8    67.7  28.08  658149.  1359 -1155   204  -207  14.38
2024 284 20 24  -23.10  -10.31  -20.04  -650.4    37.5    54.4  27.16  522140.   992  -743   249  -207  13.10
2024 284 20 25  -22.90   -4.59  -22.35  -651.5    39.7    55.4  27.28  586636.   688  -432   256  -209  14.64
2024 284 20 26  -22.33   -6.31  -22.45  -657.6    51.6    59.8  27.82  914109.   478  -268   210  -209  14.87
2024 284 20 27  -21.32   -0.57  -22.12  -677.7    99.0     1.1  24.02  665083.   777  -277   500  -207  15.17
2024 284 20 28  -21.10    2.82  -19.35  -661.3    59.9    43.2  27.08  645354.   924  -303   621  -206  12.89
2024 284 20 29  -22.55    4.70  -17.78  -664.8    15.2    25.4  31.97 1039061.   906  -318   588  -205  11.83
2024 284 20 30  -22.11    2.18  -18.62  -665.5    14.1    25.2  31.96 1039330.   855  -329   526  -204  12.40
2024 284 20 31  -22.11    4.30  -18.69  -677.9    -3.4    22.7  31.58 1030330.   616  -294   322  -207  12.68
2024 284 20 32  -24.23   -0.27  -14.82  -677.4    -4.8    32.8  31.40 1081263.   587  -353   234  -205  10.05
2024 284 20 33  -24.57    5.30  -14.16  -677.2    -5.3    36.0  31.33 1097717.   580  -443   137  -205   9.60
2024 284 20 34  -11.80   15.34  -18.91  -670.9   -33.6    29.9  30.86  960498.   752  -600   152  -203  12.72
2024 284 20 35   -6.94   18.79  -22.05  -670.9   -33.6    29.9  30.86  960498.   797  -682   115  -204  14.83
2024 284 20 36   -6.44   18.29  -20.20  -676.0   -21.8    27.1  30.06  894599.   879  -769   110  -205  13.67
2024 284 20 37   -4.54   22.41  -21.51  -680.2   -11.9    24.8  29.39  839549.   926  -768   158  -207  14.64
